epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,1112.71,1.04951,0.16361,0,0.54046,1.94773,0.97704,1,0.98542,0.73116,0.97704,1,0.98542,0.96933,1.06929,0.09907,0,0.42453,1.80153,0.00136145,0.00136145,0.00136145
131,1121.2,1.04502,0.17394,0,0.55268,1.90793,0.97561,1,0.98839,0.70687,0.97561,1,0.98839,0.96691,1.17887,0.09364,0,0.43328,1.88888,0.0013565,0.0013565,0.0013565
132,1129.78,1.04887,0.21754,0,0.54417,1.91118,0.97725,1,0.98814,0.7068,0.97725,1,0.98814,0.96512,1.18744,0.10336,0,0.43499,1.92924,0.00135155,0.00135155,0.00135155
133,1138.26,1.06553,0.17287,0,0.54579,1.93791,0.97685,1,0.98761,0.71485,0.97685,1,0.98761,0.96577,1.1362,0.10053,0,0.4319,1.85008,0.0013466,0.0013466,0.0013466
134,1146.71,1.04814,0.20056,0,0.54509,1.91491,0.97713,1,0.98552,0.7395,0.97713,1,0.98552,0.96539,1.05599,0.09996,0,0.41272,1.77458,0.00134165,0.00134165,0.00134165
135,1155.26,1.02286,0.18391,0,0.53075,1.89969,0.97744,0.99961,0.98474,0.74211,0.97744,0.99961,0.98474,0.96513,1.04474,0.09374,0,0.42684,1.76892,0.0013367,0.0013367,0.0013367
136,1163.8,1.04138,0.159,0,0.53274,1.92267,0.97897,1,0.98679,0.72027,0.97897,1,0.98679,0.97114,1.12275,0.0992,0,0.44346,1.8518,0.00133175,0.00133175,0.00133175
137,1172.26,1.03645,0.17323,0,0.54596,1.90916,0.97721,1,0.98456,0.73382,0.97721,1,0.98456,0.96781,1.05783,0.10106,0,0.4192,1.79659,0.0013268,0.0013268,0.0013268
138,1180.75,1.06335,0.18185,0,0.54001,1.95185,0.97693,1,0.98355,0.72359,0.97693,1,0.98355,0.96838,1.08853,0.09549,0,0.43198,1.81348,0.00132185,0.00132185,0.00132185
139,1189.33,1.04264,0.18216,0,0.53098,1.90357,0.97711,0.99808,0.98487,0.73605,0.97899,1,0.98495,0.96975,1.05405,0.09918,0,0.42901,1.77835,0.0013169,0.0013169,0.0013169
140,1197.89,1.0584,0.1857,0,0.55237,1.9329,0.97923,0.99727,0.98445,0.73092,0.97923,0.99727,0.98445,0.96616,1.05789,0.10363,0,0.4459,1.78703,0.00131195,0.00131195,0.00131195
141,1206.32,1.00901,0.16579,0,0.52138,1.87287,0.97783,0.99808,0.98424,0.71325,0.97783,0.99808,0.98424,0.9675,1.09541,0.09549,0,0.42003,1.8268,0.001307,0.001307,0.001307
142,1214.83,1.0054,0.16595,0,0.54392,1.87102,0.97743,0.99958,0.98629,0.72067,0.97743,0.99958,0.98629,0.96694,1.09819,0.10405,0,0.43074,1.83491,0.00130205,0.00130205,0.00130205
143,1223.24,1.01063,0.18816,0,0.54059,1.87894,0.97723,1,0.98642,0.72886,0.97723,1,0.98642,0.96841,1.05379,0.09618,0,0.4187,1.78635,0.0012971,0.0012971,0.0012971
144,1231.78,1.04029,0.19046,0,0.52808,1.91664,0.97896,1,0.98537,0.74177,0.97896,1,0.98537,0.96886,1.02381,0.09394,0,0.41464,1.76308,0.00129215,0.00129215,0.00129215
145,1240.29,1.0564,0.15766,0,0.54564,1.92932,0.97928,0.99961,0.98701,0.73923,0.97928,0.99961,0.98701,0.96471,1.04114,0.09423,0,0.41999,1.77443,0.0012872,0.0012872,0.0012872
146,1248.83,1.03262,0.17922,0,0.53335,1.89926,0.979,1,0.98524,0.70453,0.979,1,0.98524,0.96875,1.16934,0.09574,0,0.42692,1.89077,0.00128225,0.00128225,0.00128225
147,1257.29,1.03813,0.18845,0,0.53907,1.92413,0.97894,1,0.98656,0.75227,0.97894,1,0.98656,0.96813,1.01872,0.09377,0,0.4085,1.75121,0.0012773,0.0012773,0.0012773
148,1265.82,1.02228,0.16705,0,0.5323,1.88923,0.9791,1,0.98696,0.7462,0.9791,1,0.98696,0.96945,1.03233,0.09386,0,0.40457,1.76105,0.00127235,0.00127235,0.00127235
149,1274.34,1.01375,0.18203,0,0.51205,1.88237,0.9792,1,0.98761,0.74504,0.9792,1,0.98761,0.96903,1.04664,0.1011,0,0.41136,1.77622,0.0012674,0.0012674,0.0012674
150,1282.79,1.01457,0.17974,0,0.53005,1.87903,0.97528,1,0.98228,0.7421,0.97528,1,0.98228,0.96696,1.0276,0.09422,0,0.41613,1.75556,0.00126245,0.00126245,0.00126245
151,1291.28,1.03045,0.17698,0,0.52965,1.9056,0.97916,1,0.98639,0.74615,0.97916,1,0.98639,0.97159,1.02015,0.09481,0,0.41029,1.75596,0.0012575,0.0012575,0.0012575
152,1299.81,0.99799,0.17069,0,0.51856,1.86789,0.97901,1,0.9834,0.72671,0.97901,1,0.9834,0.96786,1.08467,0.09523,0,0.40818,1.81713,0.00125255,0.00125255,0.00125255
153,1308.4,1.01197,0.15889,0,0.53476,1.87217,0.97928,0.99995,0.98514,0.7487,0.97928,0.99995,0.98514,0.969,1.03194,0.09739,0,0.40658,1.76115,0.0012476,0.0012476,0.0012476
154,1316.88,1.03661,0.18753,0,0.53496,1.898,0.97881,0.99808,0.98546,0.74781,0.97881,0.99808,0.98546,0.96759,1.03819,0.09826,0,0.40021,1.75932,0.00124265,0.00124265,0.00124265
155,1325.33,1.02487,0.16837,0,0.52427,1.91422,0.97686,0.99615,0.98623,0.74776,0.97686,0.99615,0.98623,0.96866,1.04863,0.09306,0,0.42056,1.77462,0.0012377,0.0012377,0.0012377
156,1333.98,1.01048,0.18059,0,0.50915,1.88698,0.97715,1,0.98482,0.74522,0.97715,1,0.98482,0.96666,1.02454,0.09463,0,0.40127,1.75928,0.00123275,0.00123275,0.00123275
157,1342.57,1.02066,0.15805,0,0.51246,1.89801,0.97913,1,0.98461,0.75231,0.97913,1,0.98461,0.96725,1.01074,0.10159,0,0.39613,1.74397,0.0012278,0.0012278,0.0012278
158,1351.13,1.01345,0.16513,0,0.50135,1.88785,0.97892,0.99808,0.98312,0.74636,0.97892,0.99808,0.98312,0.96938,1.01924,0.09722,0,0.40126,1.75646,0.00122285,0.00122285,0.00122285
159,1359.65,1.02776,0.1835,0,0.53057,1.89804,0.97857,0.99808,0.98045,0.72837,0.97857,0.99808,0.98045,0.96428,1.09176,0.09455,0,0.40205,1.81271,0.0012179,0.0012179,0.0012179
160,1368.27,1.02702,0.1722,0,0.51823,1.89182,0.97879,0.99808,0.98175,0.73495,0.97879,0.99808,0.98175,0.96458,1.04495,0.09464,0,0.40252,1.77245,0.00121295,0.00121295,0.00121295
161,1376.73,1.00588,0.18585,0,0.51603,1.87945,0.97928,0.99956,0.98356,0.73829,0.97928,0.99956,0.98356,0.96554,1.05188,0.09341,0,0.41225,1.77911,0.001208,0.001208,0.001208
162,1385.21,1.03386,0.17138,0,0.51954,1.90551,0.97911,1,0.9877,0.73307,0.97911,1,0.9877,0.96998,1.06949,0.09491,0,0.40071,1.80859,0.00120305,0.00120305,0.00120305
163,1393.69,1.01162,0.1657,0,0.52311,1.88963,0.97892,0.99808,0.98878,0.75506,0.97892,0.99808,0.98878,0.97085,1.0186,0.08889,0,0.39253,1.75488,0.0011981,0.0011981,0.0011981
164,1402.3,1.0029,0.15981,0,0.51884,1.87992,0.9773,1,0.98458,0.75541,0.9773,1,0.98458,0.96872,1.00535,0.0969,0,0.39426,1.74189,0.00119315,0.00119315,0.00119315
165,1410.76,0.99284,0.1778,0,0.52342,1.88151,0.97747,1,0.98701,0.74793,0.97747,1,0.98701,0.96938,1.03356,0.09039,0,0.4068,1.77338,0.0011882,0.0011882,0.0011882
166,1419.24,1.03933,0.15902,0,0.51273,1.92766,0.97536,0.99808,0.98626,0.74859,0.97724,1,0.98629,0.96538,1.0305,0.09658,0,0.40773,1.75941,0.00118325,0.00118325,0.00118325
167,1427.76,1.02284,0.17031,0,0.52641,1.89222,0.9768,0.99808,0.98641,0.75115,0.97869,1,0.98646,0.96549,1.0317,0.09236,0,0.40266,1.76752,0.0011783,0.0011783,0.0011783
168,1436.31,1.00373,0.1842,0,0.52587,1.86314,0.97845,1,0.98567,0.74625,0.97845,1,0.98567,0.96677,1.03588,0.09537,0,0.39952,1.75971,0.00117335,0.00117335,0.00117335
169,1444.78,1.01808,0.16608,0,0.51873,1.90214,0.97885,1,0.98544,0.75114,0.97885,1,0.98544,0.96376,1.01582,0.09081,0,0.40044,1.74281,0.0011684,0.0011684,0.0011684
170,1453.27,0.99482,0.16785,0,0.51919,1.84391,0.97726,1,0.98701,0.74514,0.97726,1,0.98701,0.96926,1.04169,0.09195,0,0.3984,1.75657,0.00116345,0.00116345,0.00116345
171,1461.84,0.9896,0.16927,0,0.51042,1.86545,0.97909,1,0.98636,0.7531,0.97909,1,0.98636,0.96614,1.0325,0.09234,0,0.40429,1.77096,0.0011585,0.0011585,0.0011585
172,1470.4,1.00146,0.18581,0,0.52609,1.8691,0.97913,1,0.98768,0.7616,0.97913,1,0.98768,0.96695,0.99549,0.09186,0,0.40398,1.72666,0.00115355,0.00115355,0.00115355
173,1478.91,0.98209,0.1467,0,0.50207,1.85529,0.97713,1,0.98704,0.76036,0.97713,1,0.98704,0.96895,0.99859,0.08812,0,0.39395,1.73156,0.0011486,0.0011486,0.0011486
174,1487.46,0.98951,0.16728,0,0.50881,1.879,0.97714,1,0.98381,0.7465,0.97714,1,0.98381,0.96398,1.03174,0.09142,0,0.40616,1.77177,0.00114365,0.00114365,0.00114365
175,1495.91,0.99567,0.1511,0,0.51735,1.84573,0.97875,1,0.98118,0.74819,0.97875,1,0.98118,0.96516,1.01882,0.09004,0,0.4031,1.74967,0.0011387,0.0011387,0.0011387
176,1504.43,1.00068,0.17519,0,0.51629,1.87201,0.97891,1,0.98412,0.75338,0.97891,1,0.98412,0.96663,0.99344,0.09503,0,0.40523,1.73093,0.00113375,0.00113375,0.00113375
177,1513.31,0.98657,0.16207,0,0.50192,1.85342,0.979,1,0.9859,0.76181,0.979,1,0.9859,0.96831,1.00366,0.09163,0,0.38914,1.73367,0.0011288,0.0011288,0.0011288
178,1521.83,0.97852,0.14727,0,0.50141,1.8541,0.97928,0.99998,0.98836,0.75763,0.97928,0.99998,0.98836,0.96616,1.01212,0.09157,0,0.40719,1.74042,0.00112385,0.00112385,0.00112385
179,1530.28,1.01414,0.16766,0,0.51895,1.88558,0.97852,1,0.98461,0.75678,0.97852,1,0.98461,0.96922,1.00656,0.08868,0,0.39839,1.72871,0.0011189,0.0011189,0.0011189
180,1538.73,0.97469,0.15938,0,0.49736,1.85214,0.97872,1,0.98458,0.75558,0.97872,1,0.98458,0.96463,1.01102,0.09277,0,0.39924,1.7365,0.00111395,0.00111395,0.00111395
181,1547.48,0.99962,0.18003,0,0.50712,1.8911,0.97725,1,0.98617,0.75861,0.97725,1,0.98617,0.96637,1.00176,0.09158,0,0.391,1.72818,0.001109,0.001109,0.001109
182,1556.06,0.97349,0.15975,0,0.5018,1.84879,0.97878,1,0.9858,0.76032,0.97878,1,0.9858,0.96732,1.01063,0.09076,0,0.38524,1.72961,0.00110405,0.00110405,0.00110405
183,1564.53,0.99074,0.15864,0,0.50295,1.8659,0.97869,1,0.98647,0.75042,0.97869,1,0.98647,0.9662,1.04009,0.09278,0,0.3982,1.76877,0.0010991,0.0010991,0.0010991
184,1572.98,1.00586,0.16566,0,0.51944,1.87201,0.98093,1,0.98482,0.7601,0.98093,1,0.98482,0.96644,0.99589,0.09228,0,0.39221,1.72327,0.00109415,0.00109415,0.00109415
185,1581.53,0.96759,0.15773,0,0.49617,1.84224,0.97743,1,0.98664,0.75452,0.97743,1,0.98664,0.96834,1.01413,0.09286,0,0.40443,1.74712,0.0010892,0.0010892,0.0010892
186,1590.02,0.99014,0.14362,0,0.50979,1.86851,0.97744,1,0.98501,0.76072,0.97744,1,0.98501,0.96838,0.99918,0.08855,0,0.39602,1.73723,0.00108425,0.00108425,0.00108425
187,1598.48,0.99024,0.16204,0,0.51356,1.87451,0.9773,1,0.98839,0.76041,0.9773,1,0.98839,0.96796,1.01028,0.08685,0,0.38633,1.73656,0.0010793,0.0010793,0.0010793
188,1606.95,0.9756,0.14822,0,0.49465,1.83895,0.97731,1,0.98572,0.75722,0.97731,1,0.98572,0.96666,0.9993,0.09171,0,0.39141,1.73531,0.00107435,0.00107435,0.00107435
189,1615.63,1.02259,0.16512,0,0.52601,1.89377,0.97894,1,0.98738,0.7653,0.97894,1,0.98738,0.96629,0.98245,0.09215,0,0.38666,1.71637,0.0010694,0.0010694,0.0010694
190,1624.29,0.99976,0.15774,0,0.51147,1.85998,0.97927,0.99918,0.98785,0.75831,0.97927,0.99918,0.98785,0.96737,1.01423,0.08828,0,0.38853,1.74639,0.00106445,0.00106445,0.00106445
191,1632.77,0.98982,0.15342,0,0.49989,1.85952,0.97904,1,0.98718,0.76666,0.97904,1,0.98718,0.96895,0.97367,0.09177,0,0.38534,1.71227,0.0010595,0.0010595,0.0010595
192,1641.34,0.97844,0.18189,0,0.505,1.84621,0.97902,1,0.9867,0.76439,0.97902,1,0.9867,0.96973,0.99053,0.09145,0,0.38766,1.72384,0.00105455,0.00105455,0.00105455
193,1649.85,0.9806,0.17003,0,0.49387,1.86505,0.97711,1,0.98762,0.76544,0.97711,1,0.98762,0.96792,0.99741,0.08992,0,0.39069,1.72331,0.0010496,0.0010496,0.0010496
194,1658.35,0.98099,0.17167,0,0.50614,1.83171,0.97734,1,0.98576,0.76199,0.97734,1,0.98576,0.96681,0.9745,0.09121,0,0.38745,1.70766,0.00104465,0.00104465,0.00104465
195,1666.8,0.95354,0.14971,0,0.48059,1.81769,0.97724,1,0.9842,0.75747,0.97724,1,0.9842,0.96626,0.98938,0.08941,0,0.39365,1.71792,0.0010397,0.0010397,0.0010397
196,1675.37,0.99312,0.14378,0,0.49226,1.84419,0.97915,1,0.98575,0.75613,0.97915,1,0.98575,0.96658,1.0073,0.08755,0,0.38427,1.73569,0.00103475,0.00103475,0.00103475
197,1683.83,0.99271,0.17499,0,0.50178,1.86161,0.97857,1,0.98667,0.76255,0.97857,1,0.98667,0.96612,1.00261,0.08849,0,0.38267,1.72977,0.0010298,0.0010298,0.0010298
198,1692.44,0.95501,0.14469,0,0.48553,1.82947,0.97907,1,0.98657,0.75709,0.97907,1,0.98657,0.96613,1.02457,0.08783,0,0.3825,1.74495,0.00102485,0.00102485,0.00102485
199,1700.94,0.95534,0.14935,0,0.48574,1.81781,0.9791,1,0.98553,0.75515,0.9791,1,0.98553,0.96826,1.02806,0.09374,0,0.3849,1.74509,0.0010199,0.0010199,0.0010199
200,1709.5,0.95634,0.151,0,0.49073,1.83131,0.9788,1,0.98574,0.76483,0.9788,1,0.98574,0.96601,0.98052,0.08701,0,0.37833,1.70886,0.00101495,0.00101495,0.00101495
201,1717.95,0.98665,0.17375,0,0.49092,1.85336,0.9789,1,0.98739,0.76119,0.9789,1,0.98739,0.96724,0.98922,0.097,0,0.38327,1.71969,0.00101,0.00101,0.00101
202,1726.46,0.96441,0.14824,0,0.50121,1.84833,0.97916,1,0.98648,0.76825,0.97916,1,0.98648,0.96871,0.97586,0.0893,0,0.37678,1.7039,0.00100505,0.00100505,0.00100505
203,1734.98,0.9672,0.17637,0,0.48717,1.8379,0.979,1,0.98497,0.75843,0.979,1,0.98497,0.96664,1.00306,0.08916,0,0.37922,1.72453,0.0010001,0.0010001,0.0010001
204,1743.47,0.94864,0.1438,0,0.4816,1.81985,0.97913,1,0.9842,0.75566,0.97913,1,0.9842,0.96572,0.99899,0.0916,0,0.3834,1.72921,0.00099515,0.00099515,0.00099515
205,1751.94,0.97595,0.15589,0,0.49536,1.84581,0.97738,1,0.9859,0.75804,0.97738,1,0.9859,0.96561,0.99116,0.09189,0,0.39334,1.71823,0.0009902,0.0009902,0.0009902
206,1760.71,0.96166,0.13474,0,0.50335,1.83406,0.97717,1,0.98463,0.76463,0.97717,1,0.98463,0.96574,1.00246,0.08905,0,0.39098,1.72531,0.00098525,0.00098525,0.00098525
207,1769.22,0.95725,0.17148,0,0.49688,1.82584,0.97727,1,0.98377,0.75986,0.97727,1,0.98377,0.96571,0.99397,0.08979,0,0.38634,1.72801,0.0009803,0.0009803,0.0009803
208,1777.69,0.95396,0.15955,0,0.48796,1.84124,0.97728,1,0.98609,0.76434,0.97728,1,0.98609,0.96639,0.98398,0.0862,0,0.37583,1.7076,0.00097535,0.00097535,0.00097535
209,1786.14,0.94306,0.14404,0,0.48072,1.81547,0.97697,1,0.98847,0.7654,0.97697,1,0.98847,0.97072,0.99058,0.08807,0,0.38387,1.72365,0.0009704,0.0009704,0.0009704
210,1794.71,0.9617,0.15802,0,0.48788,1.83081,0.97725,1,0.98832,0.76024,0.97725,1,0.98832,0.96716,1.00988,0.0892,0,0.38928,1.73617,0.00096545,0.00096545,0.00096545
211,1803.16,0.96788,0.17477,0,0.49414,1.82194,0.97928,0.99996,0.98788,0.76506,0.97928,0.99996,0.98788,0.96693,0.98069,0.09031,0,0.37983,1.71388,0.0009605,0.0009605,0.0009605
212,1811.63,0.95784,0.1547,0,0.48972,1.82703,0.97728,1,0.98602,0.76596,0.97728,1,0.98602,0.96687,0.98124,0.08976,0,0.37666,1.71245,0.00095555,0.00095555,0.00095555
213,1820.13,0.962,0.16729,0,0.49568,1.83237,0.97744,0.99996,0.98498,0.76696,0.97744,0.99996,0.98498,0.96398,0.98883,0.09052,0,0.38325,1.7137,0.0009506,0.0009506,0.0009506
214,1828.84,0.97419,0.17402,0,0.49872,1.83549,0.97887,1,0.98819,0.76801,0.97887,1,0.98819,0.96853,0.98125,0.08707,0,0.37643,1.708,0.00094565,0.00094565,0.00094565
215,1837.31,0.95772,0.134,0,0.47971,1.8264,0.97904,1,0.98612,0.76225,0.97904,1,0.98612,0.96881,1.01078,0.08676,0,0.37662,1.72957,0.0009407,0.0009407,0.0009407
216,1845.75,0.95691,0.15374,0,0.47999,1.82085,0.97928,0.99994,0.98675,0.7615,0.97928,0.99994,0.98675,0.96581,0.99758,0.08609,0,0.37574,1.72596,0.00093575,0.00093575,0.00093575
217,1854.33,0.96482,0.14999,0,0.489,1.83241,0.97792,1,0.98548,0.75594,0.97792,1,0.98548,0.96611,1.02275,0.08795,0,0.38338,1.75073,0.0009308,0.0009308,0.0009308
218,1862.85,0.96924,0.14939,0,0.50292,1.83161,0.97709,1,0.98856,0.75714,0.97709,1,0.98856,0.96833,1.02479,0.0875,0,0.38298,1.74519,0.00092585,0.00092585,0.00092585
219,1871.32,0.96844,0.18055,0,0.49631,1.83262,0.9792,1,0.98887,0.76304,0.9792,1,0.98887,0.96891,1.00869,0.08806,0,0.38918,1.74023,0.0009209,0.0009209,0.0009209
220,1879.78,0.95358,0.14018,0,0.49019,1.83121,0.97927,0.99954,0.98784,0.76535,0.97927,0.99954,0.98784,0.9688,0.98611,0.08892,0,0.37827,1.7184,0.00091595,0.00091595,0.00091595
221,1888.36,0.93496,0.14889,0,0.47871,1.80866,0.97893,1,0.98426,0.752,0.97893,1,0.98426,0.96697,0.99566,0.08946,0,0.38096,1.72806,0.000911,0.000911,0.000911
222,1896.88,0.95322,0.15044,0,0.47221,1.81556,0.97727,1,0.98718,0.76052,0.97727,1,0.98718,0.97081,1.00169,0.08849,0,0.37917,1.7344,0.00090605,0.00090605,0.00090605
223,1905.32,0.96104,0.17406,0,0.4904,1.82451,0.97744,1,0.98563,0.7611,0.97744,1,0.98563,0.96977,0.99443,0.08983,0,0.38328,1.72609,0.0009011,0.0009011,0.0009011
224,1913.93,0.96086,0.14206,0,0.48016,1.81669,0.97893,1,0.98555,0.7671,0.97893,1,0.98555,0.96865,0.97492,0.08654,0,0.37723,1.7093,0.00089615,0.00089615,0.00089615
225,1922.34,0.98054,0.16153,0,0.48739,1.84664,0.97723,1,0.98685,0.76559,0.97723,1,0.98685,0.96926,0.97548,0.0873,0,0.38401,1.71125,0.0008912,0.0008912,0.0008912
226,1930.92,0.99019,0.15691,0,0.48764,1.86772,0.97735,1,0.986,0.76881,0.97735,1,0.986,0.96641,0.96129,0.08554,0,0.37574,1.69696,0.00088625,0.00088625,0.00088625
227,1939.38,0.94522,0.13618,0,0.48051,1.83344,0.97722,1,0.98359,0.76232,0.97722,1,0.98359,0.96431,0.96964,0.08622,0,0.38313,1.70745,0.0008813,0.0008813,0.0008813
228,1947.98,0.96414,0.15051,0,0.47791,1.83035,0.97744,0.99963,0.98395,0.7581,0.97744,0.99963,0.98395,0.96365,0.98413,0.08608,0,0.38172,1.71502,0.00087635,0.00087635,0.00087635
229,1956.45,0.94818,0.13481,0,0.4913,1.81823,0.97879,1,0.98563,0.75686,0.97879,1,0.98563,0.96926,0.97471,0.0855,0,0.3796,1.70795,0.0008714,0.0008714,0.0008714
230,1964.93,0.94914,0.1437,0,0.49504,1.81017,0.97731,1,0.98677,0.76662,0.97731,1,0.98677,0.96798,0.98966,0.08551,0,0.38237,1.71619,0.00086645,0.00086645,0.00086645
231,1973.45,0.93994,0.153,0,0.47377,1.79558,0.97719,1,0.98653,0.76554,0.97719,1,0.98653,0.96708,0.9661,0.08717,0,0.37299,1.69871,0.0008615,0.0008615,0.0008615
232,1981.93,0.94965,0.13641,0,0.46871,1.81909,0.97713,1,0.98773,0.76356,0.97713,1,0.98773,0.96873,0.97674,0.08836,0,0.3815,1.71216,0.00085655,0.00085655,0.00085655
233,1990.41,0.9369,0.1542,0,0.46479,1.81488,0.97927,0.99924,0.98427,0.75889,0.97927,0.99924,0.98427,0.96768,0.97904,0.08894,0,0.38361,1.70762,0.0008516,0.0008516,0.0008516
234,1998.93,0.93588,0.15288,0,0.49197,1.80332,0.97906,1,0.98471,0.75009,0.97906,1,0.98471,0.96873,1.01474,0.08883,0,0.38853,1.7364,0.00084665,0.00084665,0.00084665
235,2007.55,0.92197,0.14565,0,0.46993,1.78577,0.97724,1,0.98552,0.75644,0.97724,1,0.98552,0.9656,0.97566,0.0867,0,0.37364,1.71055,0.0008417,0.0008417,0.0008417
236,2015.99,0.92674,0.14316,0,0.47023,1.79423,0.97913,1,0.98753,0.76897,0.97913,1,0.98753,0.96838,0.96633,0.08535,0,0.36583,1.70442,0.00083675,0.00083675,0.00083675
237,2024.47,0.91976,0.12753,0,0.4702,1.797,0.97723,1,0.98887,0.76805,0.97723,1,0.98887,0.97071,0.96522,0.08553,0,0.37543,1.70078,0.0008318,0.0008318,0.0008318
238,2032.96,0.95514,0.13338,0,0.4776,1.82294,0.97724,1,0.98642,0.77222,0.97724,1,0.98642,0.9676,0.95849,0.08695,0,0.36437,1.68742,0.00082685,0.00082685,0.00082685
239,2041.54,0.94361,0.16005,0,0.49249,1.8187,0.97901,1,0.98721,0.76977,0.97901,1,0.98721,0.96686,0.9609,0.08509,0,0.37153,1.68967,0.0008219,0.0008219,0.0008219
240,2049.99,0.94384,0.15294,0,0.48182,1.81179,0.97921,1,0.985,0.76399,0.97921,1,0.985,0.96697,0.97916,0.08725,0,0.37573,1.70653,0.00081695,0.00081695,0.00081695
241,2058.48,0.91877,0.13957,0,0.47368,1.80072,0.97914,1,0.98284,0.7537,0.97914,1,0.98284,0.96539,0.98717,0.08842,0,0.38504,1.70804,0.000812,0.000812,0.000812
242,2067.34,0.95125,0.14408,0,0.47542,1.81947,0.97912,1,0.98519,0.76848,0.97912,1,0.98519,0.96557,0.97815,0.08578,0,0.38077,1.70344,0.00080705,0.00080705,0.00080705
243,2075.79,0.92627,0.15026,0,0.46323,1.80193,0.97896,1,0.98387,0.76322,0.97896,1,0.98387,0.96634,0.98334,0.08767,0,0.37633,1.70426,0.0008021,0.0008021,0.0008021
244,2084.24,0.96485,0.12767,0,0.48732,1.8405,0.97928,0.99963,0.98381,0.76201,0.97928,0.99963,0.98381,0.96565,0.97969,0.08621,0,0.37409,1.70104,0.00079715,0.00079715,0.00079715
245,2092.71,0.94291,0.14777,0,0.47818,1.81362,0.97902,1,0.98766,0.76636,0.97902,1,0.98766,0.96852,0.97813,0.08427,0,0.37526,1.70143,0.0007922,0.0007922,0.0007922
246,2101.55,0.92711,0.13144,0,0.4677,1.79212,0.97893,1,0.98819,0.76987,0.97893,1,0.98819,0.96887,0.96124,0.08273,0,0.36805,1.69116,0.00078725,0.00078725,0.00078725
247,2110.02,0.94767,0.15131,0,0.48771,1.82081,0.97903,1,0.98838,0.77323,0.97903,1,0.98838,0.96792,0.96853,0.08494,0,0.36675,1.69885,0.0007823,0.0007823,0.0007823
248,2118.5,0.9332,0.15891,0,0.4968,1.81381,0.97918,1,0.99019,0.77451,0.97918,1,0.99019,0.96994,0.97197,0.08433,0,0.37022,1.70537,0.00077735,0.00077735,0.00077735
249,2127.01,0.91222,0.14118,0,0.4606,1.77484,0.97744,0.9998,0.98853,0.76816,0.97744,0.9998,0.98853,0.96614,0.97867,0.08535,0,0.37111,1.70248,0.0007724,0.0007724,0.0007724
250,2135.69,0.9105,0.15163,0,0.46246,1.78618,0.97884,0.99808,0.98839,0.76934,0.97884,0.99808,0.98839,0.96665,0.97646,0.08374,0,0.36385,1.70633,0.00076745,0.00076745,0.00076745
251,2144.22,0.9482,0.16949,0,0.47957,1.82319,0.97715,1,0.9872,0.77039,0.97715,1,0.9872,0.96628,0.96147,0.08442,0,0.37302,1.69248,0.0007625,0.0007625,0.0007625
252,2152.69,0.92008,0.13525,0,0.46614,1.79499,0.97895,1,0.98775,0.77394,0.97895,1,0.98775,0.96771,0.95882,0.08526,0,0.36418,1.68996,0.00075755,0.00075755,0.00075755
253,2161.25,0.93551,0.13605,0,0.47714,1.81359,0.9786,1,0.98813,0.77445,0.9786,1,0.98813,0.9691,0.9596,0.0833,0,0.36802,1.68671,0.0007526,0.0007526,0.0007526
254,2169.71,0.92588,0.14007,0,0.47369,1.79703,0.9789,1,0.98801,0.76894,0.9789,1,0.98801,0.97066,0.9709,0.08482,0,0.37427,1.69663,0.00074765,0.00074765,0.00074765
255,2178.23,0.9126,0.13926,0,0.46361,1.77888,0.97742,1,0.9881,0.77331,0.97742,1,0.9881,0.96957,0.951,0.08555,0,0.36694,1.68479,0.0007427,0.0007427,0.0007427
256,2186.72,0.91882,0.13544,0,0.48438,1.78857,0.97721,1,0.9887,0.77179,0.97721,1,0.9887,0.9689,0.96334,0.08595,0,0.37139,1.69536,0.00073775,0.00073775,0.00073775
257,2195.3,0.92748,0.13138,0,0.45805,1.79408,0.97928,0.99978,0.98766,0.77087,0.97928,0.99978,0.98766,0.96815,0.9706,0.08746,0,0.37194,1.69784,0.0007328,0.0007328,0.0007328
258,2203.75,0.88869,0.12901,0,0.44682,1.77253,0.97928,0.99984,0.98768,0.7645,0.97928,0.99984,0.98768,0.96848,0.96906,0.08541,0,0.37002,1.69776,0.00072785,0.00072785,0.00072785
259,2212.25,0.92515,0.14142,0,0.47211,1.8094,0.97893,1,0.98671,0.77115,0.97893,1,0.98671,0.96777,0.95923,0.08659,0,0.36816,1.69018,0.0007229,0.0007229,0.0007229
260,2220.82,0.92688,0.14756,0,0.48534,1.79292,0.97903,1,0.98768,0.77322,0.97903,1,0.98768,0.96978,0.95905,0.08545,0,0.36497,1.68817,0.00071795,0.00071795,0.00071795
261,2229.3,0.92286,0.14001,0,0.47576,1.79062,0.97928,0.99987,0.98773,0.77831,0.97928,0.99987,0.98773,0.96942,0.95117,0.08384,0,0.36652,1.68468,0.000713,0.000713,0.000713
