epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,500.117,1.29321,0.28472,0,0.66766,2.16255,0.97672,0.99808,0.97597,0.68471,0.9786,1,0.97823,0.96486,1.15309,0.13226,0,0.51937,1.90567,0.00171785,0.00171785,0.00171785
59,508.57,1.27777,0.27704,0,0.65907,2.15122,0.97526,1,0.98039,0.66719,0.97526,1,0.98039,0.95873,1.24244,0.15258,0,0.55201,1.96936,0.0017129,0.0017129,0.0017129
60,517.167,1.28679,0.27625,0,0.66738,2.15496,0.97367,0.99565,0.97818,0.64475,0.97743,0.9995,0.9806,0.96106,1.30788,0.13691,0,0.5465,2.03208,0.00170795,0.00170795,0.00170795
61,525.612,1.26529,0.25573,0,0.64913,2.12424,0.97875,1,0.97941,0.68221,0.97875,1,0.97941,0.9602,1.21004,0.14661,0,0.52828,1.9509,0.001703,0.001703,0.001703
62,534.107,1.24101,0.25003,0,0.63726,2.09954,0.97711,1,0.98029,0.66746,0.97711,1,0.98029,0.96227,1.24943,0.13788,0,0.50828,1.97333,0.00169805,0.00169805,0.00169805
63,542.584,1.25654,0.25812,0,0.65348,2.11177,0.9771,0.99808,0.98118,0.67884,0.97898,1,0.98123,0.9553,1.19524,0.13876,0,0.5143,1.92271,0.0016931,0.0016931,0.0016931
64,551.208,1.24978,0.25752,0,0.64831,2.11239,0.97498,1,0.97873,0.67486,0.97498,1,0.97873,0.95715,1.17687,0.12777,0,0.50843,1.90915,0.00168815,0.00168815,0.00168815
65,559.639,1.25085,0.25581,0,0.64155,2.14015,0.97899,1,0.98269,0.69204,0.97899,1,0.98269,0.96555,1.18654,0.13308,0,0.50121,1.91504,0.0016832,0.0016832,0.0016832
66,568.13,1.23835,0.2492,0,0.6279,2.11966,0.97866,1,0.98192,0.69716,0.97866,1,0.98192,0.96428,1.16718,0.12169,0,0.49135,1.90294,0.00167825,0.00167825,0.00167825
67,576.631,1.23047,0.26476,0,0.61141,2.09978,0.97925,1,0.98325,0.68268,0.97925,1,0.98325,0.9612,1.21737,0.14609,0,0.50701,1.93623,0.0016733,0.0016733,0.0016733
68,585.224,1.22626,0.22581,0,0.63636,2.12418,0.97485,0.99808,0.97983,0.64707,0.97673,1,0.982,0.96266,1.2896,0.12024,0,0.53412,2.01279,0.00166835,0.00166835,0.00166835
69,593.66,1.24857,0.22846,0,0.63373,2.13499,0.97516,0.99615,0.98527,0.64973,0.97892,1,0.98695,0.96428,1.32901,0.12317,0,0.50987,2.05692,0.0016634,0.0016634,0.0016634
70,602.141,1.25648,0.23963,0,0.64144,2.13232,0.9772,1,0.98177,0.70214,0.9772,1,0.98177,0.95923,1.14506,0.15673,0,0.47719,1.88324,0.00165845,0.00165845,0.00165845
71,610.719,1.22019,0.23287,0,0.6134,2.08676,0.97486,0.99808,0.98283,0.61467,0.97674,1,0.98362,0.96707,1.46696,0.11644,0,0.53703,2.16555,0.0016535,0.0016535,0.0016535
72,619.215,1.26444,0.26876,0,0.62725,2.14822,0.97458,0.99615,0.97803,0.64409,0.97834,1,0.98138,0.95616,1.32724,0.15648,0,0.51611,2.0349,0.00164855,0.00164855,0.00164855
73,627.68,1.21965,0.24408,0,0.6191,2.09975,0.97551,0.99577,0.97437,0.67747,0.97928,0.99958,0.9793,0.96127,1.17155,0.12804,0,0.49531,1.9281,0.0016436,0.0016436,0.0016436
74,636.125,1.25083,0.24707,0,0.62532,2.12311,0.97896,1,0.98012,0.68764,0.97896,1,0.98012,0.96324,1.2054,0.12378,0,0.47956,1.93125,0.00163865,0.00163865,0.00163865
75,644.664,1.25234,0.23386,0,0.62864,2.13606,0.97625,1,0.97928,0.64081,0.97625,1,0.97928,0.96084,1.33827,0.12332,0,0.51165,2.04541,0.0016337,0.0016337,0.0016337
76,653.232,1.25626,0.20709,0,0.63429,2.14068,0.97928,0.99985,0.97768,0.69998,0.97928,0.99985,0.97768,0.96078,1.13922,0.12801,0,0.50115,1.87605,0.00162875,0.00162875,0.00162875
77,661.71,1.25408,0.23521,0,0.62818,2.13339,0.97859,1,0.97708,0.6909,0.97859,1,0.97708,0.95834,1.16237,0.12581,0,0.48742,1.89684,0.0016238,0.0016238,0.0016238
78,670.173,1.2144,0.19911,0,0.61931,2.07853,0.97879,1,0.98058,0.71623,0.97879,1,0.98058,0.96145,1.1309,0.1193,0,0.47092,1.85786,0.00161885,0.00161885,0.00161885
79,678.731,1.2068,0.23138,0,0.60664,2.08028,0.97739,0.99745,0.98157,0.70592,0.97739,0.99745,0.98157,0.96627,1.16019,0.12637,0,0.48066,1.88576,0.0016139,0.0016139,0.0016139
80,687.26,1.20555,0.20112,0,0.59699,2.09281,0.97716,1,0.98088,0.70834,0.97716,1,0.98088,0.96183,1.1508,0.1244,0,0.47378,1.8778,0.00160895,0.00160895,0.00160895
81,695.703,1.21083,0.19827,0,0.59333,2.08997,0.98298,0.99961,0.98273,0.69495,0.98298,0.99961,0.98273,0.96277,1.16285,0.13377,0,0.47623,1.89009,0.001604,0.001604,0.001604
82,704.23,1.23377,0.21325,0,0.62407,2.10746,0.97811,1,0.98152,0.71103,0.97811,1,0.98152,0.9621,1.11077,0.12645,0,0.48147,1.84074,0.00159905,0.00159905,0.00159905
83,712.66,1.21746,0.22535,0,0.60337,2.09045,0.97727,1,0.98369,0.68047,0.97727,1,0.98369,0.96095,1.23786,0.12794,0,0.4786,1.93716,0.0015941,0.0015941,0.0015941
84,721.19,1.20436,0.21857,0,0.59787,2.0832,0.97538,0.99808,0.98393,0.68233,0.97726,1,0.98462,0.96389,1.25017,0.10873,0,0.47769,1.96543,0.00158915,0.00158915,0.00158915
85,729.651,1.22318,0.21768,0,0.60627,2.09863,0.97736,1,0.98502,0.71402,0.97736,1,0.98502,0.9643,1.14564,0.11848,0,0.47976,1.87799,0.0015842,0.0015842,0.0015842
86,738.216,1.1933,0.23011,0,0.6017,2.04123,0.97742,0.99905,0.98051,0.70459,0.97742,0.99905,0.98051,0.96617,1.14036,0.1209,0,0.46848,1.87413,0.00157925,0.00157925,0.00157925
87,746.685,1.20532,0.21202,0,0.60122,2.08928,0.97254,0.99423,0.98036,0.66117,0.97819,1,0.98561,0.96353,1.30943,0.11239,0,0.50279,2.02926,0.0015743,0.0015743,0.0015743
88,755.177,1.23058,0.23486,0,0.62711,2.09403,0.97878,1,0.98384,0.71227,0.97878,1,0.98384,0.96847,1.14957,0.1115,0,0.48682,1.87169,0.00156935,0.00156935,0.00156935
89,763.715,1.20348,0.22874,0,0.6081,2.07559,0.97926,1,0.9826,0.72585,0.97926,1,0.9826,0.96664,1.07994,0.12365,0,0.45818,1.81274,0.0015644,0.0015644,0.0015644
90,772.176,1.20481,0.20972,0,0.61606,2.07151,0.97923,0.99755,0.98021,0.65787,0.98112,0.99947,0.98223,0.96197,1.30032,0.11818,0,0.48823,1.99896,0.00155945,0.00155945,0.00155945
91,780.647,1.19503,0.19623,0,0.60507,2.06301,0.97682,0.99808,0.97933,0.70389,0.9787,1,0.97958,0.96126,1.09175,0.12203,0,0.47528,1.82572,0.0015545,0.0015545,0.0015545
92,789.179,1.1952,0.2152,0,0.58842,2.06828,0.97906,0.99808,0.98595,0.70921,0.97906,0.99808,0.98595,0.96659,1.12027,0.10607,0,0.48323,1.84849,0.00154955,0.00154955,0.00154955
93,797.767,1.16889,0.20743,0,0.59059,2.06846,0.97561,0.99981,0.9786,0.71449,0.97561,0.99981,0.9786,0.96187,1.0923,0.1122,0,0.45925,1.83616,0.0015446,0.0015446,0.0015446
94,806.184,1.19584,0.2174,0,0.61736,2.05669,0.97358,0.99808,0.98644,0.70395,0.97546,1,0.98647,0.96576,1.16485,0.1068,0,0.47684,1.90518,0.00153965,0.00153965,0.00153965
95,814.697,1.19675,0.21172,0,0.60007,2.06746,0.97872,0.99808,0.98701,0.71009,0.97987,1,0.98701,0.9664,1.14606,0.11244,0,0.47485,1.87834,0.0015347,0.0015347,0.0015347
96,823.324,1.2048,0.22645,0,0.60851,2.08149,0.97704,0.99615,0.97898,0.72211,0.9785,0.99808,0.97898,0.96295,1.09513,0.11036,0,0.45917,1.82959,0.00152975,0.00152975,0.00152975
97,831.781,1.19248,0.20529,0,0.57386,2.06602,0.97536,1,0.98515,0.70108,0.97536,1,0.98515,0.96631,1.18871,0.1068,0,0.46376,1.90637,0.0015248,0.0015248,0.0015248
98,840.245,1.18288,0.22033,0,0.57846,2.06248,0.97659,0.99808,0.98215,0.7011,0.97659,0.99808,0.98215,0.96134,1.12958,0.10973,0,0.4529,1.8563,0.00151985,0.00151985,0.00151985
99,848.721,1.14809,0.18953,0,0.57444,2.03585,0.97524,0.99615,0.98538,0.70816,0.97712,0.99808,0.98575,0.96641,1.15708,0.11274,0,0.4813,1.89436,0.0015149,0.0015149,0.0015149
100,857.373,1.15119,0.2101,0,0.57637,2.02027,0.97844,0.99615,0.98762,0.72711,0.98033,0.99808,0.98765,0.97071,1.10099,0.11663,0,0.45836,1.83246,0.00150995,0.00150995,0.00150995
101,865.873,1.11463,0.20763,0,0.57879,2.002,0.97366,0.99615,0.97638,0.6742,0.97742,1,0.98004,0.95963,1.23084,0.11102,0,0.48453,1.97185,0.001505,0.001505,0.001505
102,874.358,1.12447,0.19183,0,0.57028,1.99245,0.9772,1,0.98582,0.67345,0.9772,1,0.98582,0.96642,1.22889,0.1081,0,0.46637,1.95926,0.00150005,0.00150005,0.00150005
103,882.846,1.11751,0.20765,0,0.5912,1.9883,0.97905,1,0.98481,0.71013,0.97905,1,0.98481,0.96264,1.13062,0.10658,0,0.44932,1.85671,0.0014951,0.0014951,0.0014951
104,891.364,1.11388,0.22547,0,0.57618,1.98219,0.97693,1,0.98242,0.68009,0.97693,1,0.98242,0.96315,1.1803,0.10799,0,0.48316,1.9172,0.00149015,0.00149015,0.00149015
105,899.841,1.12761,0.2032,0,0.57636,2.00253,0.97918,1,0.98218,0.71163,0.97918,1,0.98218,0.96046,1.09662,0.10958,0,0.45594,1.83909,0.0014852,0.0014852,0.0014852
106,908.281,1.16229,0.19313,0,0.6074,2.04712,0.97892,1,0.985,0.71064,0.97892,1,0.985,0.96286,1.12283,0.13038,0,0.46818,1.8642,0.00148025,0.00148025,0.00148025
107,916.911,1.10138,0.18604,0,0.56018,1.97431,0.97904,0.99808,0.98067,0.69811,0.97904,0.99808,0.98067,0.96694,1.1451,0.10477,0,0.46125,1.87996,0.0014753,0.0014753,0.0014753
108,925.416,1.09377,0.19248,0,0.57081,1.97984,0.97711,0.99615,0.97851,0.67009,0.979,0.99808,0.98202,0.96384,1.25885,0.1064,0,0.47771,2.00089,0.00147035,0.00147035,0.00147035
109,933.883,1.11521,0.22561,0,0.58174,1.99011,0.97928,0.99995,0.98124,0.712,0.97928,0.99995,0.98124,0.96294,1.09858,0.1061,0,0.44448,1.83434,0.0014654,0.0014654,0.0014654
110,942.481,1.09285,0.21308,0,0.55182,1.96216,0.97726,1,0.9819,0.71225,0.97726,1,0.9819,0.96276,1.10466,0.10389,0,0.44091,1.83925,0.00146045,0.00146045,0.00146045
111,950.971,1.04999,0.19898,0,0.5593,1.91898,0.97927,0.9992,0.98181,0.71817,0.97927,0.9992,0.98181,0.9642,1.08192,0.104,0,0.44987,1.81117,0.0014555,0.0014555,0.0014555
112,959.492,1.10541,0.21165,0,0.56862,1.97416,0.97927,0.99944,0.98125,0.7046,0.97927,0.99944,0.98125,0.96132,1.09598,0.10349,0,0.46072,1.83568,0.00145055,0.00145055,0.00145055
113,967.908,1.08872,0.19616,0,0.56424,1.9673,0.97827,1,0.97902,0.67116,0.97827,1,0.97902,0.96032,1.1622,0.10618,0,0.46156,1.91821,0.0014456,0.0014456,0.0014456
114,976.484,1.0721,0.17014,0,0.56729,1.97324,0.97928,0.99987,0.98089,0.72986,0.97928,0.99987,0.98089,0.96467,1.06519,0.11473,0,0.43276,1.79993,0.00144065,0.00144065,0.00144065
115,984.954,1.08967,0.21162,0,0.56081,1.96344,0.97551,1,0.97898,0.7085,0.97551,1,0.97898,0.96357,1.11864,0.10256,0,0.44479,1.8555,0.0014357,0.0014357,0.0014357
116,993.441,1.09291,0.20142,0,0.57931,1.97609,0.9756,0.99969,0.97826,0.708,0.9756,0.99969,0.97826,0.96295,1.08106,0.115,0,0.46649,1.82568,0.00143075,0.00143075,0.00143075
117,1001.95,1.10096,0.17444,0,0.55826,1.97186,0.97928,0.99981,0.98594,0.74147,0.97928,0.99981,0.98594,0.96727,1.05018,0.09974,0,0.4397,1.78823,0.0014258,0.0014258,0.0014258
118,1010.56,1.06415,0.20235,0,0.54889,1.94759,0.97509,0.99808,0.98198,0.7195,0.97696,1,0.98221,0.96834,1.09489,0.09974,0,0.44179,1.8276,0.00142085,0.00142085,0.00142085
119,1019.01,1.10387,0.20431,0,0.55417,1.97067,0.97713,1,0.98078,0.71988,0.97713,1,0.98078,0.96487,1.10779,0.10125,0,0.43308,1.83158,0.0014159,0.0014159,0.0014159
120,1027.56,1.07845,0.2061,0,0.55718,1.96063,0.97901,1,0.98396,0.7191,0.97901,1,0.98396,0.96653,1.10236,0.10672,0,0.43408,1.82897,0.00141095,0.00141095,0.00141095
121,1036.02,1.08055,0.17999,0,0.55676,1.96014,0.97876,1,0.98058,0.72596,0.97876,1,0.98058,0.96341,1.06163,0.10032,0,0.44165,1.79617,0.001406,0.001406,0.001406
122,1044.58,1.04858,0.18929,0,0.53923,1.92686,0.97705,1,0.9866,0.73155,0.97705,1,0.9866,0.96751,1.05971,0.1005,0,0.42501,1.78413,0.00140105,0.00140105,0.00140105
123,1053.08,1.07791,0.19118,0,0.56495,1.96905,0.97637,1,0.9823,0.72719,0.97637,1,0.9823,0.9685,1.069,0.10249,0,0.43366,1.80086,0.0013961,0.0013961,0.0013961
124,1061.59,1.05134,0.18256,0,0.54682,1.92303,0.9769,0.99808,0.98255,0.70808,0.9769,0.99808,0.98255,0.97151,1.13045,0.09948,0,0.4417,1.86182,0.00139115,0.00139115,0.00139115
125,1070.13,1.03976,0.18644,0,0.55554,1.91018,0.97739,0.99767,0.9852,0.70319,0.97928,0.99959,0.9869,0.97129,1.15341,0.10174,0,0.45285,1.90405,0.0013862,0.0013862,0.0013862
126,1078.59,1.07767,0.15756,0,0.55604,1.97221,0.97876,0.99808,0.9857,0.73453,0.97876,0.99808,0.9857,0.96983,1.06967,0.09447,0,0.43083,1.79053,0.00138125,0.00138125,0.00138125
127,1087.07,1.07022,0.18751,0,0.55016,1.95974,0.97512,0.99808,0.97893,0.70127,0.977,1,0.98134,0.96625,1.13664,0.0999,0,0.44179,1.86782,0.0013763,0.0013763,0.0013763
128,1095.66,1.06989,0.17795,0,0.55546,1.95364,0.97717,1,0.97694,0.69491,0.97717,1,0.97694,0.9621,1.12756,0.10292,0,0.44182,1.8502,0.00137135,0.00137135,0.00137135
129,1104.24,1.07097,0.20619,0,0.56757,1.95111,0.97532,1,0.98094,0.71619,0.97532,1,0.98094,0.96639,1.07023,0.09968,0,0.43172,1.8111,0.0013664,0.0013664,0.0013664
