epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1084.93,1.15773,0.17638,0,0.5699,2.07038,0.9755,0.99808,0.98468,0.69297,0.97738,1,0.9855,0.96461,1.2144,0.09754,0,0.46017,1.91761,0.0013763,0.0013763,0.0013763
128,1093.54,1.16625,0.18364,0,0.57478,2.06208,0.97537,0.99808,0.98473,0.66669,0.97725,1,0.98643,0.96601,1.2803,0.10361,0,0.4776,1.97952,0.00137135,0.00137135,0.00137135
129,1102.12,1.16131,0.21164,0,0.58996,2.05867,0.97719,1,0.98708,0.72002,0.97719,1,0.98708,0.96561,1.10473,0.10588,0,0.44395,1.82573,0.0013664,0.0013664,0.0013664
130,1110.65,1.14795,0.15909,0,0.56103,2.05763,0.97727,1,0.98551,0.7451,0.97727,1,0.98551,0.96527,1.04803,0.09761,0,0.44876,1.77128,0.00136145,0.00136145,0.00136145
131,1119.16,1.15078,0.17672,0,0.57579,2.03289,0.97728,1,0.98529,0.74467,0.97728,1,0.98529,0.96615,1.04731,0.09956,0,0.43414,1.78168,0.0013565,0.0013565,0.0013565
132,1127.78,1.14763,0.21574,0,0.5599,2.02473,0.97735,1,0.98525,0.62419,0.97735,1,0.98525,0.96461,1.45741,0.10048,0,0.50798,2.18487,0.00135155,0.00135155,0.00135155
133,1136.54,1.15301,0.17626,0,0.56157,2.04225,0.97725,1,0.98584,0.72426,0.97725,1,0.98584,0.96496,1.09484,0.09402,0,0.44336,1.80864,0.0013466,0.0013466,0.0013466
134,1145.07,1.14042,0.19526,0,0.56482,2.01484,0.97688,1,0.98438,0.7389,0.97688,1,0.98438,0.96408,1.05209,0.10221,0,0.43694,1.77939,0.00134165,0.00134165,0.00134165
135,1153.69,1.12974,0.18836,0,0.55271,2.02512,0.97729,1,0.98492,0.71183,0.97729,1,0.98492,0.96892,1.172,0.09674,0,0.45535,1.86943,0.0013367,0.0013367,0.0013367
136,1162.22,1.13258,0.15943,0,0.55663,2.02909,0.97731,1,0.9838,0.73002,0.97731,1,0.9838,0.9659,1.07991,0.09821,0,0.44478,1.80874,0.00133175,0.00133175,0.00133175
137,1170.74,1.13307,0.17198,0,0.56354,2.02792,0.97729,1,0.98086,0.69016,0.97729,1,0.98086,0.96266,1.20689,0.10101,0,0.46615,1.92523,0.0013268,0.0013268,0.0013268
138,1179.29,1.17332,0.1842,0,0.57159,2.07729,0.9773,1,0.98331,0.74394,0.9773,1,0.98331,0.96448,1.04811,0.09941,0,0.43339,1.76592,0.00132185,0.00132185,0.00132185
139,1187.97,1.12899,0.17727,0,0.55485,2.01994,0.97731,1,0.98761,0.71889,0.97731,1,0.98761,0.97015,1.13047,0.09453,0,0.44273,1.84167,0.0013169,0.0013169,0.0013169
140,1196.5,1.14139,0.18312,0,0.56538,2.02592,0.97705,1,0.98563,0.71543,0.97705,1,0.98563,0.96566,1.14667,0.10434,0,0.45148,1.85082,0.00131195,0.00131195,0.00131195
141,1205.05,1.13101,0.1662,0,0.55039,2.01036,0.9771,1,0.98096,0.73405,0.9771,1,0.98096,0.96213,1.04678,0.09328,0,0.43372,1.78123,0.001307,0.001307,0.001307
142,1213.71,1.12485,0.16408,0,0.57244,2.00292,0.97719,1,0.98474,0.72978,0.97719,1,0.98474,0.96703,1.07474,0.10006,0,0.44318,1.80769,0.00130205,0.00130205,0.00130205
143,1222.24,1.11788,0.18776,0,0.56065,2.00162,0.97698,1,0.98353,0.6816,0.97698,1,0.98353,0.96334,1.24509,0.10086,0,0.45389,1.92662,0.0012971,0.0012971,0.0012971
144,1230.78,1.14338,0.19216,0,0.55174,2.02724,0.97687,1,0.98459,0.73526,0.97687,1,0.98459,0.96395,1.05569,0.09048,0,0.44708,1.78478,0.00129215,0.00129215,0.00129215
145,1239.41,1.16572,0.15581,0,0.57684,2.0562,0.97709,1,0.98473,0.74923,0.97709,1,0.98473,0.96491,1.02282,0.09836,0,0.4393,1.75854,0.0012872,0.0012872,0.0012872
146,1247.95,1.12451,0.17975,0,0.55083,2.00716,0.97705,1,0.98354,0.69678,0.97705,1,0.98354,0.96348,1.14767,0.09893,0,0.44403,1.85608,0.00128225,0.00128225,0.00128225
147,1256.49,1.13054,0.17936,0,0.56632,2.02583,0.97556,0.99808,0.9851,0.72858,0.97744,1,0.9852,0.96446,1.10562,0.09371,0,0.43805,1.82856,0.0012773,0.0012773,0.0012773
148,1265.04,1.14153,0.16213,0,0.56377,2.02228,0.97532,1,0.98557,0.74917,0.97532,1,0.98557,0.96533,1.06935,0.09043,0,0.4329,1.78335,0.00127235,0.00127235,0.00127235
149,1273.67,1.1303,0.17625,0,0.53823,2.00802,0.9773,1,0.98518,0.72969,0.9773,1,0.98518,0.96467,1.10077,0.09792,0,0.42556,1.80657,0.0012674,0.0012674,0.0012674
150,1282.21,1.1184,0.17472,0,0.54945,1.99539,0.97725,1,0.9855,0.73517,0.97725,1,0.9855,0.96443,1.06586,0.09236,0,0.42678,1.78808,0.00126245,0.00126245,0.00126245
151,1290.78,1.17069,0.18391,0,0.55638,2.06811,0.97722,1,0.98641,0.73659,0.97722,1,0.98641,0.96432,1.08653,0.09013,0,0.42904,1.79858,0.0012575,0.0012575,0.0012575
152,1299.36,1.1277,0.16901,0,0.55128,2.01121,0.97729,1,0.98801,0.73274,0.97729,1,0.98801,0.96476,1.09445,0.1032,0,0.42695,1.801,0.00125255,0.00125255,0.00125255
153,1307.89,1.12821,0.17108,0,0.55619,1.99663,0.97726,1,0.98676,0.73662,0.97726,1,0.98676,0.9653,1.07964,0.09287,0,0.42802,1.8004,0.0012476,0.0012476,0.0012476
154,1316.46,1.14812,0.18581,0,0.55934,2.01503,0.97692,1,0.98257,0.73508,0.97692,1,0.98257,0.96265,1.0378,0.09862,0,0.42819,1.76679,0.00124265,0.00124265,0.00124265
155,1325.13,1.13757,0.15954,0,0.54658,2.04152,0.9773,1,0.98818,0.74444,0.9773,1,0.98818,0.96806,1.05941,0.09321,0,0.41755,1.77427,0.0012377,0.0012377,0.0012377
156,1333.72,1.10462,0.18695,0,0.53593,1.99881,0.97723,1,0.98734,0.7487,0.97723,1,0.98734,0.96702,1.04857,0.09605,0,0.42729,1.77523,0.00123275,0.00123275,0.00123275
157,1342.25,1.12705,0.1626,0,0.54159,2.01472,0.97731,1,0.98631,0.739,0.97731,1,0.98631,0.96578,1.06914,0.09138,0,0.427,1.78971,0.0012278,0.0012278,0.0012278
158,1350.77,1.12246,0.15622,0,0.52464,2.01869,0.97731,1,0.98401,0.74148,0.97731,1,0.98401,0.96628,1.0401,0.09206,0,0.41625,1.77496,0.00122285,0.00122285,0.00122285
159,1359.39,1.11927,0.18875,0,0.55278,2.00932,0.97732,1,0.98343,0.72316,0.97732,1,0.98343,0.96512,1.15324,0.0965,0,0.42834,1.84592,0.0012179,0.0012179,0.0012179
160,1367.99,1.12105,0.17095,0,0.54145,1.99875,0.97729,1,0.98099,0.74189,0.97729,1,0.98099,0.96147,1.04193,0.09261,0,0.42573,1.768,0.00121295,0.00121295,0.00121295
161,1376.5,1.12153,0.18772,0,0.54329,2.00956,0.97354,0.99615,0.98467,0.66317,0.97729,1,0.98518,0.96576,1.29288,0.0906,0,0.46193,2.00767,0.001208,0.001208,0.001208
162,1385.13,1.12796,0.17048,0,0.5523,2.01406,0.97725,1,0.98821,0.72068,0.97725,1,0.98821,0.96859,1.11526,0.0957,0,0.43293,1.83492,0.00120305,0.00120305,0.00120305
163,1393.65,1.11703,0.17007,0,0.53987,2.00291,0.97722,1,0.98777,0.73978,0.97722,1,0.98777,0.96892,1.06271,0.09165,0,0.41677,1.78295,0.0011981,0.0011981,0.0011981
164,1402.37,1.11656,0.15521,0,0.54354,1.99828,0.97727,1,0.98782,0.74074,0.97727,1,0.98782,0.97152,1.0584,0.09244,0,0.41775,1.79087,0.00119315,0.00119315,0.00119315
165,1411.09,1.11216,0.1723,0,0.55269,2.01182,0.97706,1,0.98416,0.7369,0.97706,1,0.98416,0.96809,1.07553,0.0946,0,0.42803,1.79905,0.0011882,0.0011882,0.0011882
166,1419.64,1.11272,0.15904,0,0.53017,2.00698,0.97545,0.99808,0.98423,0.71682,0.97726,1,0.98423,0.96526,1.14304,0.09546,0,0.43457,1.85052,0.00118325,0.00118325,0.00118325
167,1428.17,1.14876,0.17646,0,0.55212,2.02753,0.97729,1,0.98569,0.75441,0.97729,1,0.98569,0.96861,1.03668,0.09361,0,0.41791,1.76563,0.0011783,0.0011783,0.0011783
168,1436.79,1.12327,0.18358,0,0.55109,2.00058,0.9773,1,0.98568,0.74602,0.9773,1,0.98568,0.96644,1.0638,0.09465,0,0.41833,1.78704,0.00117335,0.00117335,0.00117335
169,1445.36,1.1195,0.16484,0,0.53972,2.01715,0.9773,1,0.98394,0.72282,0.9773,1,0.98394,0.96374,1.08622,0.09579,0,0.41792,1.80917,0.0011684,0.0011684,0.0011684
170,1453.89,1.10639,0.15803,0,0.54652,1.96991,0.97731,1,0.9878,0.71196,0.97731,1,0.9878,0.96683,1.17157,0.08855,0,0.42775,1.86589,0.00116345,0.00116345,0.00116345
171,1462.43,1.08923,0.16901,0,0.53423,1.97318,0.97731,1,0.98878,0.74956,0.97731,1,0.98878,0.96795,1.04689,0.09196,0,0.4188,1.77331,0.0011585,0.0011585,0.0011585
172,1471.04,1.10644,0.19511,0,0.55404,1.99058,0.9773,1,0.98428,0.75044,0.9773,1,0.98428,0.96342,1.03012,0.09269,0,0.4247,1.7513,0.00115355,0.00115355,0.00115355
173,1479.63,1.09966,0.14247,0,0.53742,1.98203,0.9772,1,0.98733,0.7421,0.9772,1,0.98733,0.96361,1.07251,0.09162,0,0.41581,1.78702,0.0011486,0.0011486,0.0011486
174,1488.19,1.09266,0.1719,0,0.53576,1.98668,0.97731,1,0.98437,0.73257,0.97731,1,0.98437,0.96572,1.07404,0.08797,0,0.41872,1.80856,0.00114365,0.00114365,0.00114365
175,1496.77,1.09996,0.16,0,0.54382,1.97612,0.97734,1,0.98494,0.75841,0.97734,1,0.98494,0.96516,1.0094,0.09235,0,0.40615,1.74374,0.0011387,0.0011387,0.0011387
176,1505.33,1.08678,0.17435,0,0.53483,1.97165,0.9773,1,0.98558,0.75108,0.9773,1,0.98558,0.96229,1.01801,0.09768,0,0.41799,1.75547,0.00113375,0.00113375,0.00113375
177,1513.96,1.09177,0.15634,0,0.53067,1.97219,0.97728,1,0.98648,0.73368,0.97728,1,0.98648,0.96571,1.08723,0.08794,0,0.41781,1.80202,0.0011288,0.0011288,0.0011288
178,1522.49,1.07589,0.15313,0,0.51681,1.96404,0.9773,1,0.98766,0.72279,0.9773,1,0.98766,0.96583,1.12999,0.08784,0,0.42589,1.83214,0.00112385,0.00112385,0.00112385
179,1531.1,1.11752,0.17324,0,0.54091,1.99671,0.97732,1,0.98556,0.75698,0.97732,1,0.98556,0.9658,1.00643,0.09163,0,0.40988,1.73371,0.0011189,0.0011189,0.0011189
180,1539.62,1.0466,0.15444,0,0.51383,1.94005,0.97731,1,0.98525,0.74513,0.97731,1,0.98525,0.96425,1.03861,0.09507,0,0.41419,1.75597,0.00111395,0.00111395,0.00111395
181,1548.16,1.10459,0.16797,0,0.53624,2.00451,0.9773,1,0.9831,0.75395,0.9773,1,0.9831,0.96508,1.01253,0.09232,0,0.40148,1.74072,0.001109,0.001109,0.001109
182,1556.8,1.0741,0.1622,0,0.5292,1.95135,0.9769,1,0.98268,0.71987,0.9769,1,0.98268,0.96406,1.10124,0.09377,0,0.43126,1.82128,0.00110405,0.00110405,0.00110405
183,1565.36,1.08014,0.1606,0,0.53341,1.96011,0.97728,1,0.9815,0.74391,0.97728,1,0.9815,0.96106,1.03781,0.09202,0,0.41869,1.75948,0.0010991,0.0010991,0.0010991
184,1573.9,1.11152,0.1586,0,0.54447,1.97999,0.97726,1,0.98411,0.74744,0.97726,1,0.98411,0.96394,1.02308,0.09056,0,0.4132,1.75098,0.00109415,0.00109415,0.00109415
185,1582.5,1.05951,0.15807,0,0.52437,1.94055,0.9773,1,0.98544,0.71971,0.9773,1,0.98544,0.96391,1.12406,0.0876,0,0.41729,1.83081,0.0010892,0.0010892,0.0010892
186,1591.14,1.09316,0.14932,0,0.53663,1.97941,0.97731,1,0.98443,0.75213,0.97731,1,0.98443,0.96352,1.02322,0.09307,0,0.40626,1.74888,0.00108425,0.00108425,0.00108425
187,1599.67,1.10124,0.15716,0,0.54156,1.98473,0.9773,1,0.98541,0.73536,0.9773,1,0.98541,0.96403,1.07656,0.09316,0,0.40674,1.79215,0.0010793,0.0010793,0.0010793
188,1608.28,1.06391,0.14849,0,0.52161,1.93873,0.97731,1,0.98461,0.74127,0.97731,1,0.98461,0.96428,1.06072,0.08922,0,0.40497,1.78193,0.00107435,0.00107435,0.00107435
189,1616.83,1.10549,0.1614,0,0.5503,1.9827,0.97729,1,0.98669,0.74797,0.97729,1,0.98669,0.96708,1.0291,0.09407,0,0.41046,1.75258,0.0010694,0.0010694,0.0010694
190,1625.35,1.08315,0.1654,0,0.54516,1.94749,0.97731,1,0.9833,0.7481,0.97731,1,0.9833,0.96208,1.02738,0.09006,0,0.40657,1.76251,0.00106445,0.00106445,0.00106445
191,1633.94,1.06086,0.15162,0,0.52792,1.93336,0.97731,1,0.9838,0.74153,0.97731,1,0.9838,0.96253,1.06896,0.08735,0,0.40418,1.79298,0.0010595,0.0010595,0.0010595
192,1642.68,1.05736,0.18121,0,0.53107,1.93532,0.97731,1,0.98218,0.74249,0.97731,1,0.98218,0.96276,1.05798,0.08982,0,0.40709,1.7771,0.00105455,0.00105455,0.00105455
193,1651.27,1.05228,0.17399,0,0.52341,1.93523,0.9773,1,0.98243,0.71091,0.9773,1,0.98243,0.96102,1.15736,0.09108,0,0.42044,1.86048,0.0010496,0.0010496,0.0010496
194,1659.8,1.03414,0.17049,0,0.52672,1.89741,0.9773,1,0.98351,0.75186,0.9773,1,0.98351,0.96209,1.04907,0.09219,0,0.40318,1.76728,0.00104465,0.00104465,0.00104465
195,1668.4,1.01873,0.15667,0,0.51591,1.8903,0.9773,1,0.98598,0.7488,0.9773,1,0.98598,0.96503,1.04535,0.08655,0,0.4057,1.77094,0.0010397,0.0010397,0.0010397
196,1676.96,1.05164,0.14305,0,0.52599,1.91596,0.97731,1,0.98642,0.72778,0.97731,1,0.98642,0.96318,1.12436,0.09091,0,0.41805,1.83866,0.00103475,0.00103475,0.00103475
197,1685.57,1.03794,0.1761,0,0.52259,1.91158,0.97731,1,0.98679,0.75535,0.97731,1,0.98679,0.96488,1.03042,0.09312,0,0.39919,1.76219,0.0010298,0.0010298,0.0010298
198,1694.15,1.00871,0.14643,0,0.50677,1.88473,0.97731,1,0.9872,0.74765,0.97731,1,0.9872,0.96668,1.05801,0.09132,0,0.40566,1.78041,0.00102485,0.00102485,0.00102485
199,1702.72,0.98856,0.14877,0,0.50762,1.85987,0.97735,1,0.98592,0.75122,0.97735,1,0.98592,0.96427,1.04654,0.09266,0,0.4043,1.77747,0.0010199,0.0010199,0.0010199
200,1711.25,1.00074,0.14769,0,0.51674,1.87684,0.97736,1,0.98478,0.7633,0.97736,1,0.98478,0.9631,1.00129,0.09068,0,0.39948,1.73392,0.00101495,0.00101495,0.00101495
201,1720.02,1.03529,0.1722,0,0.5222,1.89559,0.97732,1,0.98535,0.75397,0.97732,1,0.98535,0.96289,1.02728,0.09066,0,0.40089,1.75594,0.00101,0.00101,0.00101
202,1728.64,1.00089,0.15002,0,0.51763,1.88307,0.97731,1,0.98478,0.75489,0.97731,1,0.98478,0.96368,1.0172,0.09326,0,0.39979,1.73848,0.00100505,0.00100505,0.00100505
203,1737.15,1.00016,0.17581,0,0.51568,1.87473,0.9773,1,0.98479,0.75304,0.9773,1,0.98479,0.96316,1.01643,0.09179,0,0.39378,1.74427,0.0010001,0.0010001,0.0010001
204,1745.74,0.98642,0.1485,0,0.50004,1.84754,0.97731,1,0.98298,0.75444,0.97731,1,0.98298,0.96186,1.02897,0.09065,0,0.3953,1.75891,0.00099515,0.00099515,0.00099515
205,1754.31,0.99566,0.15858,0,0.51361,1.87431,0.9773,1,0.98536,0.75121,0.9773,1,0.98536,0.96196,1.03347,0.09175,0,0.40133,1.75497,0.0009902,0.0009902,0.0009902
206,1762.97,0.99587,0.14332,0,0.52237,1.87286,0.97731,1,0.98166,0.73758,0.97731,1,0.98166,0.96102,1.06073,0.09226,0,0.40116,1.77916,0.00098525,0.00098525,0.00098525
207,1771.52,0.98755,0.17433,0,0.51032,1.85585,0.97731,1,0.98264,0.74807,0.97731,1,0.98264,0.96183,1.02925,0.09155,0,0.40257,1.76058,0.0009803,0.0009803,0.0009803
208,1780.04,0.98862,0.16654,0,0.51609,1.8722,0.97728,1,0.98323,0.74878,0.97728,1,0.98323,0.96197,1.04675,0.09175,0,0.39651,1.76686,0.00097535,0.00097535,0.00097535
209,1788.8,0.96251,0.14351,0,0.50284,1.84114,0.97727,1,0.98569,0.75757,0.97727,1,0.98569,0.9628,1.0134,0.09033,0,0.40179,1.74969,0.0009704,0.0009704,0.0009704
210,1797.34,0.99947,0.16364,0,0.50368,1.87445,0.97731,1,0.98818,0.75312,0.97731,1,0.98818,0.96684,1.03078,0.08769,0,0.40158,1.75631,0.00096545,0.00096545,0.00096545
211,1805.88,0.99109,0.17081,0,0.51148,1.84748,0.97731,1,0.98842,0.75598,0.97731,1,0.98842,0.96692,1.01376,0.08814,0,0.39085,1.73611,0.0009605,0.0009605,0.0009605
212,1814.41,0.96969,0.14831,0,0.50656,1.84574,0.97731,1,0.98703,0.76156,0.97731,1,0.98703,0.96453,1.00852,0.08881,0,0.39179,1.73523,0.00095555,0.00095555,0.00095555
213,1823.09,0.99254,0.16022,0,0.51835,1.86417,0.9773,1,0.98588,0.76028,0.9773,1,0.98588,0.96434,1.02537,0.09429,0,0.40046,1.74297,0.0009506,0.0009506,0.0009506
214,1831.64,1.00004,0.16725,0,0.52185,1.8579,0.97731,1,0.98657,0.75783,0.97731,1,0.98657,0.9642,1.02321,0.08844,0,0.39634,1.73965,0.00094565,0.00094565,0.00094565
215,1840.21,0.97605,0.14039,0,0.50359,1.85363,0.97732,1,0.98611,0.74095,0.97732,1,0.98611,0.96439,1.06034,0.08776,0,0.40115,1.77256,0.0009407,0.0009407,0.0009407
216,1848.79,0.95934,0.14849,0,0.50587,1.82948,0.97731,1,0.98693,0.7427,0.97731,1,0.98693,0.96459,1.08062,0.08844,0,0.40101,1.79219,0.00093575,0.00093575,0.00093575
217,1857.38,0.98103,0.15352,0,0.507,1.8463,0.97731,1,0.98493,0.75302,0.97731,1,0.98493,0.96418,1.05079,0.09086,0,0.3954,1.7633,0.0009308,0.0009308,0.0009308
218,1865.93,1.02592,0.14794,0,0.52923,1.89389,0.97731,1,0.98617,0.73158,0.97731,1,0.98617,0.96543,1.12929,0.08839,0,0.41456,1.83219,0.00092585,0.00092585,0.00092585
219,1874.53,0.98865,0.17579,0,0.51363,1.86008,0.97727,1,0.98601,0.75923,0.97727,1,0.98601,0.96419,1.00106,0.08728,0,0.39856,1.73361,0.0009209,0.0009209,0.0009209
220,1883.09,0.9786,0.14027,0,0.50937,1.85266,0.97731,1,0.98744,0.76405,0.97731,1,0.98744,0.96537,0.99319,0.0902,0,0.39203,1.7272,0.00091595,0.00091595,0.00091595
221,1891.7,0.9532,0.15337,0,0.49259,1.82633,0.97731,1,0.98606,0.75255,0.97731,1,0.98606,0.96444,1.04304,0.08782,0,0.39171,1.76581,0.000911,0.000911,0.000911
222,1900.23,0.99726,0.14735,0,0.49841,1.85708,0.97731,1,0.98608,0.73765,0.97731,1,0.98608,0.96459,1.08936,0.09004,0,0.40184,1.80986,0.00090605,0.00090605,0.00090605
223,1908.93,0.98006,0.17126,0,0.50868,1.8387,0.97731,1,0.98546,0.76033,0.97731,1,0.98546,0.96429,1.00603,0.08788,0,0.38965,1.73566,0.0009011,0.0009011,0.0009011
224,1917.46,0.96747,0.14232,0,0.49477,1.82132,0.97731,1,0.98523,0.75923,0.97731,1,0.98523,0.96408,0.99408,0.08848,0,0.39056,1.72371,0.00089615,0.00089615,0.00089615
225,1926.03,0.97184,0.15418,0,0.49848,1.83484,0.9773,1,0.98564,0.76311,0.9773,1,0.98564,0.96435,0.98467,0.08923,0,0.39123,1.71667,0.0008912,0.0008912,0.0008912
226,1934.68,0.99264,0.15346,0,0.49627,1.87325,0.97731,1,0.98417,0.75242,0.97731,1,0.98417,0.96344,1.02198,0.08579,0,0.39368,1.7392,0.00088625,0.00088625,0.00088625
227,1943.26,0.95622,0.14074,0,0.50264,1.85058,0.97732,1,0.9841,0.74212,0.97732,1,0.9841,0.9628,1.06873,0.09084,0,0.40289,1.783,0.0008813,0.0008813,0.0008813
228,1951.83,0.97023,0.15077,0,0.49912,1.83359,0.97731,1,0.98475,0.75696,0.97731,1,0.98475,0.96443,1.01149,0.08844,0,0.39188,1.73587,0.00087635,0.00087635,0.00087635
229,1960.49,0.9698,0.14166,0,0.5097,1.84473,0.97731,1,0.98348,0.74504,0.97731,1,0.98348,0.96368,1.04918,0.08586,0,0.39603,1.75955,0.0008714,0.0008714,0.0008714
230,1969.06,0.95904,0.14133,0,0.50851,1.82318,0.97732,1,0.98551,0.74816,0.97732,1,0.98551,0.96429,1.04258,0.08765,0,0.3941,1.76412,0.00086645,0.00086645,0.00086645
231,1977.88,0.96046,0.1609,0,0.48914,1.81498,0.97731,1,0.98554,0.75784,0.97731,1,0.98554,0.96407,1.00828,0.08803,0,0.38885,1.73738,0.0008615,0.0008615,0.0008615
232,1986.56,0.97131,0.14178,0,0.48567,1.83993,0.97732,1,0.98899,0.7562,0.97732,1,0.98899,0.96679,1.03957,0.08797,0,0.39038,1.7583,0.00085655,0.00085655,0.00085655
233,1995.11,0.94764,0.15741,0,0.47988,1.82771,0.97731,1,0.98813,0.76071,0.97731,1,0.98813,0.9671,1.01675,0.08735,0,0.38526,1.73693,0.0008516,0.0008516,0.0008516
234,2003.64,0.95194,0.15666,0,0.51179,1.81664,0.97731,1,0.98737,0.772,0.97731,1,0.98737,0.96548,0.98051,0.0874,0,0.38835,1.71479,0.00084665,0.00084665,0.00084665
235,2012.23,0.92268,0.14871,0,0.48302,1.79003,0.97731,1,0.98651,0.74021,0.97731,1,0.98651,0.96448,1.09525,0.08555,0,0.39766,1.80797,0.0008417,0.0008417,0.0008417
236,2020.94,0.94058,0.15028,0,0.48909,1.80616,0.97731,1,0.98876,0.75687,0.97731,1,0.98876,0.9671,1.02748,0.0877,0,0.38831,1.7567,0.00083675,0.00083675,0.00083675
237,2029.48,0.9228,0.13148,0,0.48233,1.79774,0.97732,1,0.98931,0.75901,0.97732,1,0.98931,0.96966,1.02207,0.08501,0,0.38747,1.74818,0.0008318,0.0008318,0.0008318
238,2038.04,0.96672,0.13626,0,0.49127,1.83229,0.97732,1,0.98953,0.75894,0.97732,1,0.98953,0.96944,1.03423,0.0857,0,0.38261,1.75513,0.00082685,0.00082685,0.00082685
239,2046.6,0.95967,0.15467,0,0.50934,1.83265,0.97732,1,0.98807,0.75301,0.97732,1,0.98807,0.96602,1.04259,0.08324,0,0.38573,1.7613,0.0008219,0.0008219,0.0008219
240,2055.3,0.95181,0.15614,0,0.49236,1.82054,0.97727,1,0.98634,0.75802,0.97727,1,0.98634,0.96476,1.01421,0.08333,0,0.38643,1.74065,0.00081695,0.00081695,0.00081695
241,2063.92,0.9234,0.14106,0,0.48648,1.80887,0.9773,1,0.98602,0.75546,0.9773,1,0.98602,0.96431,1.01846,0.08552,0,0.3894,1.74537,0.000812,0.000812,0.000812
242,2072.45,0.94423,0.14474,0,0.48481,1.81695,0.97731,1,0.98775,0.76381,0.97731,1,0.98775,0.96541,1.01246,0.08668,0,0.38869,1.74482,0.00080705,0.00080705,0.00080705
243,2081.09,0.91593,0.15018,0,0.47691,1.79144,0.97732,1,0.98743,0.77272,0.97732,1,0.98743,0.96539,0.97143,0.08705,0,0.38407,1.71052,0.0008021,0.0008021,0.0008021
244,2089.68,0.96205,0.13167,0,0.50009,1.83724,0.97731,1,0.98693,0.77029,0.97731,1,0.98693,0.96557,0.99377,0.08596,0,0.38635,1.71582,0.00079715,0.00079715,0.00079715
245,2098.24,0.94628,0.14669,0,0.48719,1.82044,0.97731,1,0.98822,0.76534,0.97731,1,0.98822,0.96687,0.98984,0.08549,0,0.38541,1.7219,0.0007922,0.0007922,0.0007922
246,2106.89,0.94559,0.12714,0,0.48581,1.81239,0.97732,1,0.98658,0.75098,0.97732,1,0.98658,0.96366,0.99892,0.08446,0,0.38114,1.72176,0.00078725,0.00078725,0.00078725
247,2115.59,0.95459,0.14797,0,0.50306,1.83668,0.97731,1,0.98647,0.76474,0.97731,1,0.98647,0.96595,0.99633,0.08526,0,0.38225,1.71804,0.0007823,0.0007823,0.0007823
248,2124.17,0.95065,0.15101,0,0.51489,1.82849,0.97731,1,0.98775,0.77081,0.97731,1,0.98775,0.96565,0.98195,0.08585,0,0.38118,1.71631,0.00077735,0.00077735,0.00077735
249,2132.75,0.93025,0.13735,0,0.48147,1.78356,0.97731,1,0.98727,0.76723,0.97731,1,0.98727,0.96482,0.99366,0.08533,0,0.38004,1.72155,0.0007724,0.0007724,0.0007724
250,2141.39,0.91655,0.14781,0,0.47191,1.79033,0.97732,1,0.98646,0.76574,0.97732,1,0.98646,0.96496,0.99398,0.08343,0,0.37437,1.72413,0.00076745,0.00076745,0.00076745
251,2149.97,0.96713,0.16997,0,0.49403,1.84078,0.97731,1,0.98662,0.76349,0.97731,1,0.98662,0.96409,1.00708,0.08332,0,0.37859,1.73272,0.0007625,0.0007625,0.0007625
252,2158.54,0.92785,0.13472,0,0.48041,1.80003,0.97732,1,0.98699,0.76634,0.97732,1,0.98699,0.96415,1.01534,0.08457,0,0.37587,1.73329,0.00075755,0.00075755,0.00075755
253,2167.18,0.95162,0.13113,0,0.49188,1.8298,0.97732,1,0.98442,0.77145,0.97732,1,0.98442,0.96307,0.98297,0.08586,0,0.37623,1.71411,0.0007526,0.0007526,0.0007526
254,2175.74,0.93442,0.13828,0,0.48835,1.80208,0.97731,1,0.98593,0.76786,0.97731,1,0.98593,0.96482,0.99545,0.08495,0,0.38374,1.71915,0.00074765,0.00074765,0.00074765
255,2184.44,0.91658,0.14139,0,0.4767,1.78095,0.97732,1,0.98546,0.77145,0.97732,1,0.98546,0.965,0.99938,0.08319,0,0.37959,1.72015,0.0007427,0.0007427,0.0007427
256,2193.06,0.92421,0.14651,0,0.50381,1.78756,0.97731,1,0.98407,0.76209,0.97731,1,0.98407,0.96267,1.01545,0.08552,0,0.38006,1.73302,0.00073775,0.00073775,0.00073775
257,2201.61,0.93928,0.13244,0,0.47125,1.80641,0.97731,1,0.98287,0.77136,0.97731,1,0.98287,0.9636,0.97318,0.08563,0,0.37787,1.70815,0.0007328,0.0007328,0.0007328
258,2210.19,0.91546,0.12825,0,0.46511,1.80203,0.97731,1,0.98438,0.75418,0.97731,1,0.98438,0.96405,1.02875,0.08316,0,0.38818,1.74917,0.00072785,0.00072785,0.00072785
259,2218.81,0.93637,0.14002,0,0.4897,1.81602,0.97731,1,0.98659,0.77226,0.97731,1,0.98659,0.96531,0.97197,0.08423,0,0.37957,1.69736,0.0007229,0.0007229,0.0007229
260,2227.55,0.94066,0.13877,0,0.49708,1.8029,0.97731,1,0.98687,0.76556,0.97731,1,0.98687,0.96526,0.9978,0.08268,0,0.38167,1.71441,0.00071795,0.00071795,0.00071795
